Author,Section,Question,Answer,Category,A1,A2,A3
Automatic Summary,3.5,What formalizes this intuition by subtracting a fixed (absolute) discount d from each count?,Absolute discounting,Relevant,Y,N,N
Automatic Summary,3.5,What will not affect the very high counts?,a small discount d,Relevant,Y,Y,Y
Original Text,3.5,What phrase is Kong mainly frequent in?,Hong Kong,Relevant,N,N,N
Original Text,3.5,What word is included as a regular vocabulary entry with count zero?,UNK>,Relevant,Y,Y,N
Automatic Summary,3.6,What corpora includes n-rams drawn from their book collections?,Google Books Ngrams,Relevant,Y,Y,Y
Automatic Summary,3.6,What do language model toolkits use to combine probabilities and backoffs in a single value?,sorted arrays,Relevant,Y,Y,Y
Original Text,3.6,How are probabilities quantized?,4-8 bits,Relevant,Y,N,Y
Human Summary,3.6,How can n-grams be shrunk?,pruning,Relevant,Y,Y,Y
Human Summary,3.6,What type of hash numbers are stored in memory?,64-bit,Relevant,Y,N,Y
Automatic Summary,3.6,What does stupid backoff not produce?,probability distribution,Relevant,Y,Y,Y
Automatic Summary,3.7,When is the cross-entropy useful?,when we don't know the actual probability distribution,Relevant,Y,Y,Y
Human Summary,3.7,"What theorem states that if the language is regular, the entropy of the given language would be the entropy of",Shannon-McMillan-Breiman theorem,Relevant,Y,Y,Y
Automatic Summary,3.7,"What theorem states that if the language is regular in certain ways (to be exact, if it is both stationary and ergo",Shannon-McMillan-Breiman theorem,Relevant,Y,Y,Y
Original Text,3.7,"To measure the true entropy of a language, we need to consider sequences of what length?",infinite length,Relevant,Y,Y,Y
Human Summary,3.7,What would give a lower cross-entropy?,The more accurate model,Relevant,Y,Y,N
Original Text,3.7,What does the spread represent?,the prior probability of each horse,Relevant,Y,N,N
Original Text,4.0,What is the extraction of positive or negative orientation that a writer expresses toward some object?,sentiment analysis,Relevant,Y,Y,Y
Human Summary,4.0,Most classifications in language processing are done through what?,supervised machine learning,Relevant,Y,Y,Y
Automatic Summary,4.0,What is the extraction of sentiment?,sentiment analysis,Relevant,Y,Y,N
Human Summary,4.0,What is the task of assigning a label or category to an entire text or document?,Text categorization,Relevant,Y,Y,Y
Automatic Summary,4.0,What is the output variable for lassification?,c,Relevant,N,Y,N
Automatic Summary,4.0,What is another important commercial application?,Spam detection,Relevant,Y,Y,N
Original Text,4.0,Classification is essential for what?,tasks below the level of the document,Relevant,Y,N,N
Human Summary,4.0,What is a core part of sentient intelligence?,Classification,Relevant,Y,N,Y
Automatic Summary,4.0,"Related text classification tasks like what are relevant to the digital humanities, social sciences, and forensic linguistics?",authorship attribution,Relevant,Y,Y,N
Human Summary,4.0,What does a probabilistic classifier output?,probability of an object belonging to a certain class,Relevant,Y,Y,Y
Human Summary,4.0,What type of classifier builds a model of how a class could generate input?,Generative classifiers,Relevant,Y,Y,Y
Original Text,4.0,Even language modeling can be viewed as what?,classification,Relevant,Y,Y,N
Automatic Summary,4.1,Where is the intuition of the naive Bayes classifier shown?,Fig. 4.1,Relevant,N,N,Y
Original Text,4.1,How can we simplify Eq. 4.3?,dropping the denominator,Relevant,N,N,Y
Automatic Summary,4.1,Why are naive Bayes calculations done in log space?,increase speed,Relevant,Y,Y,Y
Human Summary,4.1,Naive Bayes generates words by sampling from what?,conditional probability,Relevant,Y,Y,Y
Original Text,4.1,How can we simplify Eq. 4.3 by dropping the denominator P(d)?,computing Eq. 4.3,Relevant,N,N,Y
Automatic Summary,4.1,What is the multinomial naive Bayes classifier?,a Bayesian classifier,Relevant,Y,N,Y
Automatic Summary,4.1,What could we imagine by following this process?,generating artificial documents,Relevant,N,N,N
Automatic Summary,4.1,What does the naive Bayes classifier state about how a document is generated?,implicit assumption,Relevant,Y,Y,Y
Human Summary,4.1,What are the Bayesian classifiers called?,linear classifiers,Relevant,Y,Y,Y
Human Summary,4.10,What can cause a variety of harms?,classifiers,Relevant,Y,Y,Y
Human Summary,4.10,What type of harms are caused by a system that demeans a social group?,Representational,Relevant,Y,Y,N
Automatic Summary,4.10,What is one class of harms caused by a system that perpetuates negative stereotypes about a social group?,demeans,Relevant,Y,Y,N
Human Summary,4.10,What is another class of harms that may exist in toxicity detection?,Censorship,Relevant,Y,Y,Y
Original Text,4.10,What classifiers can cause harms?,toxicity classifiers,Relevant,Y,Y,Y
Automatic Summary,4.10,What do some widely used toxicity classifiers incorrectly flag as being?,toxic sentences,Relevant,Y,Y,N
Original Text,4.10,Who published a study in which toxicity classifiers incorrectly flag sentences that are non-toxic but simply mention minority identities?,Davidson et al.,Relevant,N,Y,Y
Human Summary,4.2,How do some systems ignore stop words?,by sorting the vocabulary,Relevant,Y,Y,Y
Human Summary,4.2,What is calculated as the fraction of times a word appears among all words in all documents of a class?,The maximum likelihood estimate of the conditional probability,Relevant,Y,N,Y
Original Text,4.2,Why are words not in our vocabulary at all?,they did not occur in any training document in any class,Relevant,Y,Y,Y
Human Summary,4.2,What is the simplest solution to avoid a zero overall probability?,add-one (Laplace) smoothing,Relevant,Y,Y,Y
Human Summary,4.2,What is the simplest solution for preventing zero probability classes?,Laplace smoothing,Relevant,Y,Y,Y
Original Text,4.2,What naively multiplies all the feature likelihoods together?,naive Bayes,Relevant,Y,Y,N
Human Summary,4.2,What is used to avoid zeros?,Laplace smoothing,Relevant,Y,Y,Y
Original Text,4.4,What seems to matter more than its frequency?,whether a word occurs or not,Relevant,Y,Y,N
Automatic Summary,4.4,What can modify a negative word to produce a positive review?,negation,Relevant,Y,Y,Y
Automatic Summary,4.4,What can we derive from sentiment lexicons?,positive and negative word features,Relevant,Y,Y,Y
Human Summary,4.4,What is another name for binary multinomial naive Bayes?,binary NB,Relevant,Y,Y,N
Human Summary,4.5,What type of texts are Language ID systems trained on?,multilingual,Relevant,Y,Y,Y
Original Text,4.5,What is the task of deciding if a particular piece of email is an example of spam?,spam detection,Relevant,Y,Y,Y
Human Summary,4.5,What are features in naive Bayes for spam detection?,a set of likely words or phrases,Relevant,Y,Y,Y
Human Summary,4.6,What is the probability of a sentence being positive?,the total product of the individual probabilities that each word in the sentence is positive,Relevant,Y,Y,N
Human Summary,4.6,What are similar to language modeling in that they can be viewed as a set of class-specific unigram language models?,Naive Bayes models,Relevant,Y,Y,Y
Automatic Summary,4.6,What do likelihood features assign to each word P(word|c)?,probability,Relevant,Y,Y,N
Automatic Summary,4.7.0,What is the goal of accuracy?,to discover something that is rare,Relevant,Y,N,Y
Original Text,4.7.0,How many false negatives would a classifier have?,"999,900",Relevant,Y,N,Y
Original Text,4.7.0,What do we need in order to know how well our spam detector is doing?,metric,Relevant,Y,Y,N
Automatic Summary,4.7.0,What is the goal of spam detection?,"to label every text as being in the spam category (""positive"") or not in the spam category (""negative"")",Relevant,Y,Y,Y
Original Text,4.7.0,"What is the accuracy of the ""nothing is pie"" classifier?",99.99%,Relevant,N,N,N
Original Text,4.7.1,How can we derive a single metric that tells us how well the system is doing?,combine these values in two ways,Relevant,Y,Y,N
Human Summary,4.8,What allows all data to be used for both training and testing?,Cross-validation,Relevant,Y,Y,Y
Human Summary,4.9.0,What is the null hypothesis that supposes that delta is negative or zero?,Hypothesis H_0,Relevant,N,Y,Y
Human Summary,4.9.0,What random variable is created over all test sets to find if we can rule out H_0?,X,Relevant,Y,N,Y
Automatic Summary,4.9.0,What does the hypothesis H0 suppose?,d(x) is actually negative or zero,Relevant,Y,Y,Y
Human Summary,4.9.0,What attempts to rule out the null hypothesis?,statistical significance testing,Relevant,Y,Y,Y
Automatic Summary,4.9.0,What type of tests do we artificially create many versions of the experimental setup?,non-parametric tests based on sampling,Relevant,Y,Y,Y
Original Text,4.9.0,What are non-parametric tests based on?,sampling,Relevant,Y,Y,Y
Original Text,4.9.0,What is the probability that we would see if the null hypothesis is true?,d(x),Relevant,N,Y,Y
Automatic Summary,4.9.0,Where can we know if the new system we just built is better than the old one?,the literature,Relevant,Y,N,N
Human Summary,4.9.0,The null hypothesis assumes that the effective size is what?,negative or zero,Relevant,Y,N,Y
Automatic Summary,4.9.0,How do we test statistical significance for NLP classifiers?,by formalizing two hypotheses,Relevant,Y,Y,Y
Original Text,4.9.1,The first row of Fig. 1 shows the results of two classifiers (A and B) on a test set x of 10 documents,4.8,Relevant,Y,N,Y
Automatic Summary,4.9.1,What is the test set for a tiny text classification example?,x of 10 documents,Relevant,Y,N,N
Automatic Summary,4.9.1,What can we do statistics on now that we have the b test sets?,how often A has an accidental advantage,Relevant,N,Y,N
Original Text,4.9.1,What is the num of samples b?,b,Relevant,N,N,N
Automatic Summary,2.0,What do modern conversational agents rely on?,more sophisticated understanding of the user's intent,Correct,Y,Y,Y
Human Summary,2.0,What does edit distance evaluate?,degree of resemblance between two strings,Correct,Y,Y,Y
Automatic Summary,2.0,What is an example of a hashtag?,#nlproc,Correct,Y,Y,Y
Human Summary,2.0,What is the most important tool for text pattern characterization?,Regular expressions,Correct,Y,Y,Y
Automatic Summary,2.0,What language doesn't have spaces between words?,Japanese,Correct,Y,Y,Y
Original Text,2.0,What is an algorithm with applications throughout language processing?,Edit distance,Correct,Y,N,Y
Human Summary,2.0,What is the process of finding root words of inflected words?,Lemmatization,Correct,Y,Y,Y
Automatic Summary,2.1.0,What types of regular expressions do regular expressions come in?,variants,Correct,Y,N,Y
Automatic Summary,2.1.0,What is an algebraic notation for characterizing a set of strings?,regular expression,Correct,Y,Y,Y
Original Text,2.1.1,What can be used to specify what a single character cannot be?,square braces,Correct,Y,Y,N
Human Summary,2.1.1,What is an algebraic notation for characterizing a set of strings that is useful for searching for a pattern or through a corpus?,The regular expression,Correct,Y,Y,Y
Human Summary,2.1.1,What specifies a disjunction of characters that can be matched in a position in a longer regular expression?,Square braces,Correct,Y,Y,Y
Original Text,2.1.1,What will /a*/ match?,match a or aaaaa,Correct,Y,Y,N
Human Summary,2.1.1,What does the (?) mean?,the preceding character or nothing,Correct,Y,N,N
Automatic Summary,2.1.1,"How many ways to specify ""at least one"" of some character?",two,Correct,Y,Y,Y
Original Text,2.1.1,What is the first symbol after the open square brace?,a,Correct,Y,Y,Y
Original Text,2.1.1,What specifies a disjunction of characters to match?,The string of characters inside the braces,Correct,Y,Y,Y
Original Text,2.1.1,What is it like to have to write the regular expression for digits twice?,annoying,Correct,Y,Y,Y
Original Text,2.1.1,What does the pattern /[2-5]/ specify?,"any one of the characters 2, 3, 4, or 5",Correct,Y,Y,Y
Human Summary,2.1.1,What is a simple type of regular expressions?,a sequence of characters,Correct,Y,Y,Y
Original Text,2.1.1,What do square brackets not allow us to say?,s or nothing,Correct,N,Y,Y
Original Text,2.1.1,What is an integer?,a string of digits,Correct,Y,Y,Y
Automatic Summary,2.1.1,"What means ""any string of zero or more as""?",/a*/,Correct,N,Y,Y
Original Text,2.1.1,What is the regular expression used to specify this?,/aardvark,Correct,N,Y,Y
Original Text,2.1.1,What can be used to solve this problem?,square braces,Correct,Y,Y,Y
Original Text,2.1.1,What does the caret stand for if it occurs anywhere else?,a caret,Correct,Y,Y,N
Human Summary,2.1.2,"What does (( )) mean ""and""?",Parentheses,Correct,Y,Y,N
Original Text,2.1.2,What operator applies by default only to a single character?,Kleene*,Correct,Y,Y,Y
Automatic Summary,2.1.2,When do we need to use the disjunction operator?,in the midst of a larger sequence,Correct,Y,Y,Y
Original Text,2.1.2,What is another way to enforce non-greedy matching?,qualifier,Correct,Y,Y,Y
Human Summary,2.1.2,Non-greedy matching can be enforced by what?,question mark qualifier,Correct,Y,Y,Y
Automatic Summary,2.1.2,What is the operator *??,Kleene star,Correct,Y,Y,Y
Original Text,2.1.2,What can be ambiguous in another way?,Patterns,Correct,Y,Y,Y
Human Summary,2.1.2,"When regular expressions are not matched, we match them with what?",largest string they can,Correct,Y,Y,N
Original Text,2.1.2,What would we want to search for in a text about pets?,string cat or the string dog,Correct,Y,Y,Y
Original Text,2.1.2,What takes precedence over the disjunction operator?,sequences like guppy,Correct,Y,Y,Y
Automatic Summary,2.1.2,What is another name for the disjunction operator?,pipe symbol,Correct,Y,Y,Y
Human Summary,2.1.3,Less false negatives errors mean more what?,recall,Correct,Y,Y,Y
Automatic Summary,2.1.3,What is an example of an incorrect pattern?,/the/,Correct,Y,Y,N
Automatic Summary,2.1.3,What is the pattern that will miss the word when it begins a sentence?,/[tT]he/,Correct,Y,Y,Y
Human Summary,2.1.3,What increases precision and recall?,Reducing error,Correct,N,N,N
Automatic Summary,2.1.4,Where can a range of numbers be specified by enclosing them?,curly brackets,Correct,Y,N,Y
Original Text,2.1.4,Special characters are referred to by special notation based on what?,backslash,Correct,Y,Y,Y
Human Summary,2.1.4,What can you specify?,the number of an instance in a pattern,Correct,Y,Y,Y
Human Summary,2.1.4,What can you specify?,the number of an instance in a pattern,Correct,Y,Y,Y
Automatic Summary,2.1.5,What is a simple regular expression for a dollar sign followed by a string of digits?,/$[0-9+/,Correct,Y,N,Y
Original Text,2.1.5,What do we need to allow for optional fractions?,disk space,Correct,Y,Y,Y
Original Text,2.1.5,What do we want to help a user buy a computer on the Web?,build an application,Correct,Y,Y,Y
Original Text,2.1.5,What will we add after the decimal point and two digits?,a decimal point and two digits,Correct,Y,Y,Y
Automatic Summary,2.1.5,What does this pattern only allow?,$199.99,Correct,N,Y,Y
Automatic Summary,2.1.5,What do we need to allow for?,optional fractions,Correct,N,Y,Y
Human Summary,2.1.6,When does the command(? :) indicate a non-capturing group?,after an opening parenthesis,Correct,Y,Y,Y
Original Text,2.1.6,What can the parenthesis and number operators specify?,a certain string or expression must occur twice in the text,Correct,Y,N,Y
Original Text,2.1.6,Creating patterns is the topic of what exercise?,Exercise 2.3,Correct,Y,Y,N
Human Summary,2.1.6,Capture group means using what to store a pattern in memory?,parentheses,Correct,Y,Y,N
Automatic Summary,2.1.6,What does the next set of substitutions do in the input?,matches and replaces other patterns,Correct,Y,Y,Y
Human Summary,2.1.7,What is used to rule out special cases while parsing complex pattern?,Negative lookahead,Correct,Y,Y,Y
Original Text,2.1.7,"What do we use when we want to match, at the beginning of a line, any single word that doesn't start with ""Volcano",negative lookahead,Correct,N,Y,Y
Automatic Summary,2.1.7,"The operator (?= pattern) is true if pattern occurs, but is zero-width, i.e. what doesn't advance",match pointer,Correct,N,Y,Y
Automatic Summary,2.1.7,What is commonly used when we are parsing complex patterns but want to rule out a special case?,Negative lookahead,Correct,Y,Y,Y
Automatic Summary,2.2,What is a million-word collection of samples from 500 written English texts from different genres called?,The Brown corpus,Correct,Y,Y,Y
Original Text,2.2,What is the relationship between the number of types |V | and number of tokens N called?,Herdan's Law,Correct,Y,Y,Y
Original Text,2.2,What word has the same lemma cat but are different wordforms?,cats,Correct,Y,Y,Y
Human Summary,2.2,What are utterances?,spoken sentences,Correct,Y,Y,Y
Human Summary,2.2,"What is a set of lexical forms that share the steam, major part-of-speech, and word sense?",A lemma,Correct,Y,Y,Y
Original Text,2.2,What is the main part of an utterance?,business data processing,Correct,Y,N,N
Original Text,2.2,What do we sometimes keep around?,disfluencies,Correct,Y,Y,Y
Original Text,2.2,What corpus of American English telephone conversations between strangers was collected in the early 1990s?,Switchboard,Correct,Y,Y,N
Human Summary,2.2,How can we differentiate the number of words?,by counting tokens or types,Correct,Y,Y,Y
Automatic Summary,2.2,What are words like uh and um called fillers?,filled pauses,Correct,Y,Y,Y
Human Summary,2.2,What is the rough upper limit for the number of possible lemmas?,Dictionary entries or boldface forms,Correct,Y,Y,N
Original Text,2.3,How does a corpus of texts from different historical periods change?,Language changes over time,Correct,Y,Y,N
Original Text,2.3,What do most languages have?,multiple varieties,Correct,Y,Y,Y
Original Text,2.3,What language was the corpus in?,What language,Correct,N,N,Y
Human Summary,2.3,What specifies properties of a dataset used in the development of computational models?,data statement,Correct,Y,Y,Y
Original Text,2.3,When are NLP algorithms most useful?,when they apply across many languages,Correct,Y,Y,Y
Human Summary,2.3,What are some variations in languages?,"dialect, code switching, genre",Correct,Y,Y,Y
Original Text,2.3,What is the context of a corpus?,When and in what situation was the text written/spoken,Correct,Y,Y,Y
Automatic Summary,2.3,"When developing computational models for language processing from a corpus, it's important to consider what?","who produced the language, in what context, for what purpose",Correct,Y,Y,Y
Automatic Summary,2.3,How does a corpus of texts from different historical periods change?,Language changes over time,Correct,Y,Y,Y
Automatic Summary,2.4.0,"Before almost any natural language processing of a text, the text has to be what?",normalized,Correct,Y,Y,Y
Automatic Summary,2.4.0,What is the term for segmenting words?,Tokenizing,Correct,Y,Y,Y
Automatic Summary,2.4.0,How do we go through each of these tasks?,walk through,Correct,Y,N,Y
Automatic Summary,2.4.1,What are the most frequent words in Shakespeare?,"articles, pronouns, prepositions",Correct,Y,Y,Y
Human Summary,2.4.1,"Unix can collapse, sort, and build statistics for the words in a corpus using commands such as what?",tr,Correct,Y,Y,Y
Human Summary,2.4.1,What are the minimal tasks applied as part of any normalization process?,"Tokenizing words, normalizing word formats, and segmenting sentences",Correct,Y,Y,Y
Human Summary,2.4.1,What command in Unix changes particular characters in the input?,The tr command,Correct,Y,Y,Y
Automatic Summary,2.4.1,What can Unix tools be useful for?,building quick word count statistics,Correct,Y,Y,Y
Human Summary,2.4.1,What are some examples of function words?,"articles, pronouns, and prepositions",Correct,Y,Y,Y
Human Summary,2.4.1,What are the most frequent words?,function words,Correct,Y,Y,Y
Human Summary,2.4.2,What must we account for according to where and how they are used?,punctuation and special characters,Correct,Y,Y,Y
Automatic Summary,2.4.2,How many characters long are words on average?,2.4,Correct,Y,Y,Y
Human Summary,2.4.2,"What is the identification of names, dates, organizations, etc?",Named entity recognition,Correct,Y,Y,Y
Human Summary,2.4.2,What do algorithms have to deal with?,ambiguities,Correct,Y,Y,Y
Original Text,2.4.2,What is a unit of meaning called?,a morpheme,Correct,Y,Y,Y
Human Summary,2.4.2,What language requires word segmentation?,Japanese,Correct,Y,Y,Y
Automatic Summary,2.4.2,What NLP algorithms require algorithms for word segmentation?,Japanese and Thai,Correct,N,Y,N
Human Summary,2.4.2,What language has no spaces?,Chinese,Correct,Y,Y,Y
Original Text,2.4.2,How are neural sequence models trained?,supervised machine learning,Correct,Y,Y,Y
Original Text,2.4.2,What are characters called in Chinese?,hanzi,Correct,Y,Y,Y
Automatic Summary,2.4.3,What runs on the test data the merges we have learned from the training data?,The token parser,Correct,Y,Y,Y
Human Summary,2.4.3,Tokenizers often do what in order to solve the unknown word problem?,induce subwords,Correct,Y,Y,Y
Human Summary,2.4.3,What implements both byte-pair encoding and unigram language modeling?,a SentencePiece library,Correct,Y,Y,Y
Original Text,2.4.3,What is one of the three algorithms used by the token learner?,byte-pair encoding,Correct,Y,Y,Y
Automatic Summary,2.4.3,What is another name for a corpus that NLP algorithms learn from?,training corpus,Correct,Y,Y,Y
Original Text,2.4.3,What is the smallest meaning-bearing unit of a language?,morpheme,Correct,Y,Y,Y
Human Summary,2.4.3,What library implements byte-pair encoding and unigram language modeling?,The SentencePiece library,Correct,Y,Y,Y
Human Summary,2.4.3,What induces a set of tokens from raw data?,token learner,Correct,Y,Y,Y
Original Text,2.4.3,Why does the token parser run on the test data?,the frequencies in the test data don't play a role,Correct,Y,N,Y
Human Summary,2.4.3,What are most tokenization schemes made out of?,token learner and a token segmenter,Correct,Y,Y,Y
Human Summary,2.4.4,What is standardizing the format of words and tokens?,Word normalization,Correct,Y,Y,Y
Automatic Summary,2.4.4,What is generally not done for sentiment analysis analysis and machine translation?,case folding,Correct,Y,Y,Y
Original Text,2.4.4,What are two types of normalization that we might want to see information from documents whether they mention the US or the USA?,information retrieval or information extraction,Correct,Y,Y,Y
Original Text,2.4.4,"What is the central morpheme of the word, supplying the main meaning, and affixes?",stems,Correct,Y,N,Y
Human Summary,2.4.4,What determines if two words share the same root?,Lemmatization,Correct,Y,Y,Y
Human Summary,2.4.4,What are the two broad classes of morphemes?,"stems, and affixes",Correct,Y,Y,Y
Original Text,2.4.5,What character is ambiguous between a sentence boundary marker and a marker of abbreviations like Mr. or Inc?,period character,Correct,Y,Y,Y
Automatic Summary,2.4.5,What is one of the most useful cues for segmenting a text into sentences?,punctuation,Correct,Y,Y,Y
Automatic Summary,2.4.5,What is another important step in text processing?,Sentence segmentation,Correct,Y,Y,Y
Human Summary,2.4.5,What are some clues in sentence segmentation?,"periods, question marks, and exclamation points",Correct,Y,Y,Y
Automatic Summary,2.5.0,What represents an operation list for converting the top string into the bottom string?,a series of symbols,Correct,Y,Y,Y
Original Text,2.5.0,What is a similar word to a graffe?,graffe,Correct,N,N,N
Human Summary,2.5.0,What is the task of deciding whether two strings refer to the same entity?,Coreference,Correct,Y,Y,Y
Original Text,2.5.0,How many words do the two strings differ by?,one,Correct,Y,Y,Y
Automatic Summary,2.5.0,What is the minimum edit distance?,minimum number of editing operations needed to transform one string into another,Correct,Y,Y,Y
Original Text,2.5.0,What gives us a way to quantify both of these intuitions about string similarity?,Edit distance,Correct,Y,Y,Y
Original Text,2.5.0,What did Levenshtein propose in his metric that each insertion or deletion has a cost of 1 and what else?,substitutions are not allowed,Correct,Y,Y,Y
Automatic Summary,2.5.0,What is the most important visualization for string distances?,an alignment between the two strings,Correct,Y,Y,Y
Human Summary,2.5.0,What is the minimum number of editing operations required to make two strings equal?,Minimum edit distance,Correct,Y,Y,Y
Human Summary,2.5.0,What can help to quantify the similarity between strings?,Minimum edit distance,Correct,Y,Y,Y
Original Text,2.5.1,What is the minimum edit distance?,2.8,Correct,Y,N,Y
Automatic Summary,2.5.1,What is useful throughout speech and language processing?,Aligning two strings,Correct,Y,Y,Y
Automatic Summary,2.5.1,When was dynamic programming first introduced?,1957,Correct,Y,Y,Y
Automatic Summary,2.5.1,What plays a role in machine translation?,Alignment,Correct,Y,Y,Y
Original Text,2.5.1,Where is the minimum edit distance algorithm summarized?,Fig. 2.17,Correct,Y,Y,Y
Original Text,2.5.1,Where are the backpointers from a cell shown in Fig. 2.19?,2.19,Correct,Y,Y,Y
Automatic Summary,2.5.1,What is the name for a class of algorithms that apply a table-driven method to solve problems by combining solutions to sub-problems?,Dynamic programming,Correct,Y,Y,Y
Original Text,2.5.1,Where are the backpointers from a cell shown?,Fig. 2.19,Correct,Y,Y,N
Original Text,2.5.1,What is the name for a class of algorithms that apply a table-driven method to solve problems by combining solutions to sub-problems?,dynamic programming,Correct,Y,Y,N
Original Text,2.5.1,What is the edit distance between X 1..i and Y 1..j?,"D|i, j",Correct,N,Y,N
Human Summary,2.5.1,Who named the minimum edit distance algorithm?,Wagner and Fischer,Correct,Y,Y,Y
Automatic Summary,3.0,"What writing tools need to find and correct errors in writing like ""Their are two midterms""?",spelling correction or grammatical error correction,Correct,Y,Y,Y
Human Summary,3.0,What can refer to both a sequence of n words and the predictive model that assigns it a probability?,n-gram,Correct,Y,Y,Y
Human Summary,3.0,"What is essential for speech recognition, spelling or grammar correction, machine translation, and augmentative communication technologies?",Predicting upcoming words,Correct,Y,Y,Y
Original Text,3.0,"What are essential in any task in which we have to identify words in noisy, ambiguous input?",Probabilities,Correct,Y,Y,Y
Original Text,3.1,What are the MLE estimates for the parameters of an n-gram model?,0 and 1,Correct,Y,N,Y
Original Text,3.1,What isn't big enough to give us good estimates in most cases?,web,Correct,Y,N,Y
Automatic Summary,3.1,How does Eq.11 estimate the n-gram probability?,by dividing the observed frequency of a particular sequence by the frequency of a prefix,Correct,Y,Y,Y
Automatic Summary,3.1,What are the majority of the bigram counts from a piece of a bigram grammar from the Berkeley Restaurant Project?,zero,Correct,Y,Y,N
Original Text,3.1,What equation estimates the n-gram probability by dividing the observed frequency of a particular sequence by the observed frequency of a prefix?,Equation 3.12,Correct,Y,N,Y
Automatic Summary,3.1,What shows the bigram counts from a piece of a bigram grammar from the Berkeley Restaurant Project?,Figure 3.1,Correct,Y,Y,Y
Human Summary,3.1,How are bigram probabilities normalized?,by dividing each cell by the set of unigram probabilities,Correct,Y,Y,Y
Original Text,3.1,What is the first step in estimating the probability of a word given a history h?,formalizing of notation,Correct,Y,Y,Y
Original Text,3.1,What is usually a noun or an adjective?,eat,Correct,Y,Y,Y
Automatic Summary,3.1,What is the class of probabilistic models that assume we can predict the probability of some future unit without looking too far into the past?,Markov models,Correct,Y,Y,Y
Original Text,3.1,What should you do to estimate the probability of a word w given some history h?,compute this estimate for yourself,Correct,Y,N,Y
Automatic Summary,3.1,How many words would be more sparse than a random set of?,seven,Correct,N,Y,Y
Automatic Summary,3.1,What encode some facts that we think of as strictly syntactic in nature?,Bigram probabilities,Correct,Y,N,Y
Human Summary,3.1,All language model probabilities are represented in log format as what?,log probabilities,Correct,Y,Y,Y
Original Text,3.1,"For larger n-grams, we'll need to assume what to the left and right of the sentence end?",extra contexts,Correct,Y,N,Y
Human Summary,3.1,Why are joint probabilities difficult to calculate?,too many possible sentences of a certain length,Correct,Y,Y,Y
Human Summary,3.1,What is another name for the maximum likelihood estimation?,MLE,Correct,Y,Y,Y
Human Summary,3.1,The n-gram model looks at how many words into the past?,n-1,Correct,Y,Y,Y
Original Text,3.1,What is the probability of a complete word sequence by substituting Eq. 3.7 into Eq. 3.4?,3.9,Correct,Y,Y,Y
Original Text,3.1,How many words were selected from a random set?,seven,Correct,Y,Y,Y
Human Summary,3.2.0,What would happen if we accidentally trained the model on the test set?,bias,Correct,Y,Y,Y
Original Text,3.2.0,What can be taken from some continuous sequence of text inside the corpus?,test data,Correct,Y,Y,Y
Human Summary,3.2.0,What is a test set that has been used so often that we need a fresher test set?,A development set,Correct,Y,Y,Y
Human Summary,3.2.0,What embeds a model in an application and measures how much the application improves in an end to end evaluation?,Extrinsic evaluation,Correct,Y,Y,Y
Human Summary,3.2.0,What is the downside of extrinsic evaluation?,very expensive,Correct,Y,Y,Y
Human Summary,3.2.0,Which n-gram model assigns a higher probability to the test set?,the one that better fits the test set,Correct,Y,Y,Y
Human Summary,3.2.0,What ensures the quality of a model independent of any application?,intrinsic evaluation,Correct,Y,Y,Y
Automatic Summary,3.2.0,Why do we want our test set to be as large as possible?,small test set may be accidentally unrepresentative,Correct,Y,Y,Y
Human Summary,3.2.0,What are the three types of data that we divide the data in?,"training set, test set, held out set",Correct,Y,Y,Y
Original Text,3.2.1,Perplexity is related inversely to what?,likelihood of the test sequence according to the model,Correct,Y,Y,Y
Original Text,3.2.1,How is the perplexity of two language models comparable?,if they use identical vocabularies,Correct,Y,Y,Y
Automatic Summary,3.2.1,What can we use to expand the probability of W?,the chain rule,Correct,Y,Y,Y
Human Summary,3.3.0,What can we use to build an n-gram to answer and predict sentences that make sense in context?,training corpus of a similar genre,Correct,Y,Y,Y
Automatic Summary,3.3.0,Our models may still be subject to the problem of what?,sparsity,Correct,Y,Y,Y
Automatic Summary,3.3.0,The n-gram model is dependent on what?,training corpus,Correct,Y,Y,Y
Automatic Summary,3.3.0,What is still not sufficient?,Matching genres and dialects,Correct,Y,Y,Y
Automatic Summary,3.3.0,What sentences have no coherent relation between words or any sentence-final punctuation?,unigram sentences,Correct,Y,Y,Y
Automatic Summary,3.3.0,What sentences have some local word-to-word coherence?,bigram sentences,Correct,Y,Y,Y
Original Text,3.3.0,What is the P(offer|denied the)?,0,Correct,Y,Y,Y
Automatic Summary,3.3.0,"The longer the context on which we train the model, the more coherent what?",sentences,Correct,Y,Y,Y
Automatic Summary,3.3.0,"For any n-gram that occurred a sufficient number of times, we might have what?",a good estimate of its probability,Correct,Y,Y,Y
Original Text,3.3.0,"What shows the sentences generated by unigram, bigram, and trigram grammars trained on 40 million words from WSJ?",Fig. 3.4,Correct,Y,Y,Y
Human Summary,3.3.0,N-grams are dependent on what?,training corpus,Correct,Y,Y,Y
Original Text,3.3.0,What do the 4-gram sentences look a little too much like?,Shakespeare,Correct,N,Y,Y
Original Text,3.3.1,What is the problem of words whose probability is zero?,bigram probability,Correct,Y,Y,Y
Human Summary,3.3.1,What is a closed vocabulary system?,the test set doesn't contain any words outside of the given lexicon,Correct,Y,Y,Y
